text,author,title
"τὴν δʼ ἀπαμειβόμενος προσέφη πολύμητις
                  Ὀδυσσεύς·",Homer,Odyssey
"ὦ γύναι, ἀργαλέον τόσσον χρόνον ἀμφὶς ἐόντα",Homer,Odyssey
εἰπέμεν· ἤδη γάρ οἱ ἐεικοστὸν ἔτος ἐστὶν,Homer,Odyssey
ἐξ οὗ κεῖθεν ἔβη καὶ ἐμῆς ἀπελήλυθε πάτρης·,Homer,Odyssey
αὐτάρ τοι ἐρέω ὥς μοι ἰνδάλλεται ἦτορ.,Homer,Odyssey
"χλαῖναν πορφυρέην οὔλην ἔχε δῖος Ὀδυσσεύς,",Homer,Odyssey
διπλῆν· αὐτάρ οἱ περόνη χρυσοῖο τέτυκτο,Homer,Odyssey
αὐλοῖσιν διδύμοισι· πάροιθε δὲ δαίδαλον ἦεν·,Homer,Odyssey
"ἐν προτέροισι πόδεσσι κύων ἔχε ποικίλον ἐλλόν,",Homer,Odyssey
"ἀσπαίροντα λάων· τὸ δὲ θαυμάζεσκον ἅπαντες,",Homer,Odyssey
"ὡς οἱ χρύσεοι ἐόντες ὁ μὲν λάε νεβρὸν ἀπάγχων,",Homer,Odyssey
αὐτὰρ ὁ ἐκφυγέειν μεμαὼς ἤσπαιρε πόδεσσι.,Homer,Odyssey
"τὸν δὲ χιτῶνʼ ἐνόησα περὶ χροῒ σιγαλόεντα,",Homer,Odyssey
οἷόν τε κρομύοιο λοπὸν κάτα ἰσχαλέοιο·,Homer,Odyssey
"τὼς μὲν ἔην μαλακός, λαμπρὸς δʼ ἦν ἠέλιος ὥς·",Homer,Odyssey
ἦ μὲν πολλαί γʼ αὐτὸν ἐθηήσαντο γυναῖκες.,Homer,Odyssey
"ἄλλο δέ τοι ἐρέω, σὺ δʼ ἐνὶ φρεσὶ βάλλεο σῇσιν·",Homer,Odyssey
"οὐκ οἶδʼ ἢ τάδε ἕστο περὶ χροῒ οἴκοθʼ Ὀδυσσεύς,",Homer,Odyssey
"ἦ τις ἑταίρων δῶκε θοῆς ἐπὶ νηὸς ἰόντι,",Homer,Odyssey
"ἤ τίς που καὶ ξεῖνος, ἐπεὶ πολλοῖσιν Ὀδυσσεὺς",Homer,Odyssey
ἔσκε φίλος· παῦροι γὰρ Ἀχαιῶν ἦσαν ὁμοῖοι.,Homer,Odyssey
καί οἱ ἐγὼ χάλκειον ἄορ καὶ δίπλακα δῶκα,Homer,Odyssey
"καλὴν πορφυρέην καὶ τερμιόεντα χιτῶνα,",Homer,Odyssey
αἰδοίως δʼ ἀπέπεμπον ἐϋσσέλμου ἐπὶ νηός.,Homer,Odyssey
καὶ μέν οἱ κῆρυξ ὀλίγον προγενέστερος αὐτοῦ,Homer,Odyssey
"εἵπετο· καὶ τόν τοι μυθήσομαι, οἷος ἔην περ.",Homer,Odyssey
"γυρὸς ἐν ὤμοισιν, μελανόχροος, οὐλοκάρηνος,",Homer,Odyssey
Εὐρυβάτης δʼ ὄνομʼ ἔσκε· τίεν δέ μιν ἔξοχον ἄλλων,Homer,Odyssey
"ὧν ἑτάρων Ὀδυσεύς, ὅτι οἱ φρεσὶν ἄρτια ᾔδη.",Homer,Odyssey
"ὣς φάτο, τῇ δʼ ἔτι μᾶλλον ὑφʼ ἵμερον ὦρσε
                  γόοιο,",Homer,Odyssey
σήματʼ ἀναγνούσῃ τά οἱ ἔμπεδα πέφραδʼ Ὀδυσσεύς.,Homer,Odyssey
ἡ δʼ ἐπεὶ οὖν τάρφθη πολυδακρύτοιο γόοιο.,Homer,Odyssey
καὶ τότε μιν μύθοισιν ἀμειβομένη προσέειπε·,Homer,Odyssey
"νῦν μὲν δή μοι, ξεῖνε, πάρος περ ἐὼν
                     ἐλεεινός,",Homer,Odyssey
ἐν μεγάροισιν ἐμοῖσι φίλος τʼ ἔσῃ αἰδοῖός τε·,Homer,Odyssey
"αὐτὴ γὰρ τάδε εἵματʼ ἐγὼ πόρον, οἷʼ ἀγορεύεις,",Homer,Odyssey
"πτύξασʼ ἐκ θαλάμου, περόνην τʼ ἐπέθηκα φαεινὴν",Homer,Odyssey
κείνῳ ἄγαλμʼ ἔμεναι· τὸν δʼ οὐχ ὑποδέξομαι αὖτις,Homer,Odyssey
οἴκαδε νοστήσαντα φίλην ἐς πατρίδα γαῖαν.,Homer,Odyssey
τῷ ῥα κακῇ αἴσῃ κοίλης ἐπὶ νηὸς Ὀδυσσεὺς,Homer,Odyssey
ᾤχετʼ ἐποψόμενος Κακοΐλιον οὐκ ὀνομαστήν.,Homer,Odyssey
"τὴν δʼ ἀπαμειβόμενος προσέφη πολύμητις
                  Ὀδυσσεύς·",Homer,Odyssey
"ὦ γύναι αἰδοίη Λαερτιάδεω Ὀδυσῆος,",Homer,Odyssey
"μηκέτι νῦν χρόα καλὸν ἐναίρεο, μηδέ τι θυμὸν",Homer,Odyssey
"τῆκε, πόσιν γοόωσα. νεμεσσῶμαί γε μὲν οὐδέν·",Homer,Odyssey
καὶ γάρ τίς τʼ ἀλλοῖον ὀδύρεται ἄνδρʼ ὀλέσασα,Homer,Odyssey
"κουρίδιον, τῷ τέκνα τέκῃ φιλότητι μιγεῖσα,",Homer,Odyssey
"ἢ Ὀδυσῆʼ, ὅν φασι θεοῖς ἐναλίγκιον εἶναι.",Homer,Odyssey
"ἀλλὰ γόου μὲν παῦσαι, ἐμεῖο δὲ σύνθεο μῦθον·",Homer,Odyssey
νημερτέως γάρ τοι μυθήσομαι οὐδʼ ἐπικεύσω,Homer,Odyssey
ὡς ἤδη Ὀδυσῆος ἐγὼ περὶ νόστου ἄκουσα,Homer,Odyssey
"ἀγχοῦ, Θεσπρωτῶν ἀνδρῶν ἐν πίονι δήμῳ,",Homer,Odyssey
ζωοῦ· αὐτὰρ ἄγει κειμήλια πολλὰ καὶ ἐσθλὰ,Homer,Odyssey
αἰτίζων ἀνὰ δῆμον. ἀτὰρ ἐρίηρας ἑταίρους,Homer,Odyssey
"ὤλεσε καὶ νῆα γλαφυρὴν ἐνὶ οἴνοπι πόντῳ,",Homer,Odyssey
Θρινακίης ἄπο νήσου ἰών· ὀδύσαντο γὰρ αὐτῷ,Homer,Odyssey
Ζεύς τε καὶ Ἠέλιος· τοῦ γὰρ βόας ἔκταν ἑταῖροι.,Homer,Odyssey
οἱ μὲν πάντες ὄλοντο πολυκλύστῳ ἐνὶ πόντῳ·,Homer,Odyssey
"τὸν δʼ ἄρʼ ἐπὶ τρόπιος νεὸς ἔκβαλε κῦμʼ ἐπὶ χέρσου,",Homer,Odyssey
"Φαιήκων ἐς γαῖαν, οἳ ἀγχίθεοι γεγάασιν,",Homer,Odyssey
οἳ δή μιν περὶ κῆρι θεὸν ὣς τιμήσαντο,Homer,Odyssey
καί οἱ πολλὰ δόσαν πέμπειν τέ μιν ἤθελον αὐτοὶ,Homer,Odyssey
οἴκαδʼ ἀπήμαντον. καί κεν πάλαι ἐνθάδʼ Ὀδυσσεὺς,Homer,Odyssey
"ἤην· ἀλλʼ ἄρα οἱ τό γε κέρδιον εἴσατο θυμῷ,",Homer,Odyssey
χρήματʼ ἀγυρτάζειν πολλὴν ἐπὶ γαῖαν ἰόντι·,Homer,Odyssey
ὣς περὶ κέρδεα πολλὰ καταθνητῶν ἀνθρώπων,Homer,Odyssey
"οἶδʼ Ὀδυσεύς, οὐδʼ ἄν τις ἐρίσσειε βροτὸς ἄλλος.",Homer,Odyssey
ὥς μοι Θεσπρωτῶν βασιλεὺς μυθήσατο Φείδων·,Homer,Odyssey
"ὤμνυε δὲ πρὸς ἔμʼ αὐτόν, ἀποσπένδων ἐνὶ οἴκῳ,",Homer,Odyssey
"νῆα κατειρύσθαι καὶ ἐπαρτέας ἔμμεν ἑταίρους,",Homer,Odyssey
οἳ δή μιν πέμψουσι φίλην ἐς πατρίδα γαῖαν.,Homer,Odyssey
ἀλλʼ ἐμὲ πρὶν ἀπέπεμψε· τύχησε γὰρ ἐρχομένη νηῦς,Homer,Odyssey
ἀνδρῶν Θεσπρωτῶν ἐς Δουλίχιον πολύπυρον.,Homer,Odyssey
"καί μοι κτήματʼ ἔδειξεν, ὅσα ξυναγείρατʼ Ὀδυσσεύς·",Homer,Odyssey
"καί νύ κεν ἐς δεκάτην γενεὴν ἕτερόν γʼ ἔτι βόσκοι,",Homer,Odyssey
ὅσσα οἱ ἐν μεγάροις κειμήλια κεῖτο ἄνακτος.,Homer,Odyssey
"τὸν δʼ ἐς Δωδώνην φάτο βήμεναι, ὄφρα θεοῖο",Homer,Odyssey
"ἐκ δρυὸς ὑψικόμοιο Διὸς βουλὴν ἐπακούσαι,",Homer,Odyssey
ὅππως νοστήσειε φίλην ἐς πατρίδα γαῖαν,Homer,Odyssey
"ἤδη δὴν ἀπεών, ἤ ἀμφαδὸν ἦε κρυφηδόν.",Homer,Odyssey
ὣς ὁ μὲν οὕτως ἐστὶ σόος καὶ ἐλεύσεται ἤδη,Homer,Odyssey
"ἄγχι μάλʼ, οὐδʼ ἔτι τῆλε φίλων καὶ πατρίδος αἴης",Homer,Odyssey
δηρὸν ἀπεσσεῖται· ἔμπης δέ τοι ὅρκια δώσω.,Homer,Odyssey
"ἴστω νῦν Ζεὺς πρῶτα, θεῶν ὕπατος καὶ ἄριστος,",Homer,Odyssey
"ἱστίη τʼ Ὀδυσῆος ἀμύμονος, ἣν ἀφικάνω·",Homer,Odyssey
ἦ μέν τοι τάδε πάντα τελείεται ὡς ἀγορεύω.,Homer,Odyssey
"τοῦδʼ αὐτοῦ λυκάβαντος ἐλεύσεται ἐνθάδʼ Ὀδυσσεύς,",Homer,Odyssey
"τοῦ μὲν φθίνοντος μηνός, τοῦ δʼ ἱσταμένοιο.",Homer,Odyssey
τὸν δʼ αὖτε προσέειπε περίφρων Πηνελόπεια·,Homer,Odyssey
"αἲ γὰρ τοῦτο, ξεῖνε, ἔπος τετελεσμένον εἴη·",Homer,Odyssey
τῷ κε τάχα γνοίης φιλότητά τε πολλά τε δῶρα,Homer,Odyssey
"ἐξ ἐμεῦ, ὡς ἄν τίς σε συναντόμενος μακαρίζοι.",Homer,Odyssey
"ἀλλά μοι ὧδʼ ἀνὰ θυμὸν ὀΐεται, ὡς ἔσεταί περ·",Homer,Odyssey
"οὔτʼ Ὀδυσεὺς ἔτι οἶκον ἐλεύσεται, οὔτε σὺ πομπῆς",Homer,Odyssey
"τεύξῃ, ἐπεὶ οὐ τοῖοι σημάντορές εἰσʼ ἐνὶ οἴκῳ",Homer,Odyssey
"οἷος Ὀδυσσεὺς ἔσκε μετʼ ἀνδράσιν, εἴ ποτʼ ἔην γε,",Homer,Odyssey
ξείνους αἰδοίους ἀποπεμπέμεν ἠδὲ δέχεσθαι.,Homer,Odyssey
"ἀλλά μιν, ἀμφίπολοι, ἀπονίψατε, κάτθετε δʼ εὐνήν,",Homer,Odyssey
"δέμνια καὶ χλαίνας καὶ ῥήγεα σιγαλόεντα,",Homer,Odyssey
ὥς κʼ εὖ θαλπιόων χρυσόθρονον Ἠῶ ἵκηται.,Homer,Odyssey
"ἠῶθεν δὲ μάλʼ ἦρι λοέσσαι τε χρῖσαί τε,",Homer,Odyssey
ὥς κʼ ἔνδον παρὰ Τηλεμάχῳ δείπνοιο μέδηται,Homer,Odyssey
ἥμενος ἐν μεγάρῳ· τῷ δʼ ἄλγιον ὅς κεν ἐκείνων,Homer,Odyssey
τοῦτον ἀνιάζῃ θυμοφθόρος· οὐδέ τι ἔργον,Homer,Odyssey
"ἐνθάδʼ ἔτι πρήξει, μάλα περ κεχολωμένος αἰνῶς.",Homer,Odyssey
"πῶς γὰρ ἐμεῦ σύ, ξεῖνε, δαήσεαι εἴ τι γυναικῶν",Homer,Odyssey
"ἀλλάων περίειμι νόον καὶ ἐπίφρονα μῆτιν,",Homer,Odyssey
"εἴ κεν ἀϋσταλέος, κακὰ εἱμένος ἐν μεγάροισιν",Homer,Odyssey
δαινύῃ; ἄνθρωποι δὲ μινυνθάδιοι τελέθουσιν.,Homer,Odyssey
"ὃς μὲν ἀπηνὴς αὐτὸς ἔῃ καὶ ἀπηνέα εἰδῇ,",Homer,Odyssey
τῷ δὲ καταρῶνται πάντες βροτοὶ ἄλγεʼ ὀπίσσω,Homer,Odyssey
"ζωῷ, ἀτὰρ τεθνεῶτί γʼ ἐφεψιόωνται ἅπαντες·",Homer,Odyssey
"ὃς δʼ ἂν ἀμύμων αὐτὸς ἔῃ καὶ ἀμύμονα εἰδῇ,",Homer,Odyssey
τοῦ μέν τε κλέος εὐρὺ δὶα ξεῖνοι φορέουσι,Homer,Odyssey
"πάντας ἐπʼ ἀνθρώπους, πολλοί τέ μιν ἐσθλὸν ἔειπον.",Homer,Odyssey
τὴν δʼ ἀπαμειβόμενος προσέφη πολύμητις Ὀδυσσεύς·,Homer,Odyssey
"ὦ γύναι αἰδοίη Λαερτιάδεω Ὀδυσῆος,",Homer,Odyssey
ἦ τοι ἐμοὶ χλαῖναι καὶ ῥήγεα σιγαλόεντα,Homer,Odyssey
"ἤχθεθʼ, ὅτε πρῶτον Κρήτης ὄρεα νιφόεντα",Homer,Odyssey
"νοσφισάμην ἐπὶ νηὸς ἰὼν δολιχηρέτμοιο,",Homer,Odyssey
κείω δʼ ὡς τὸ πάρος περ ἀΰπνους νύκτας ἴαυον·,Homer,Odyssey
πολλὰς γὰρ δὴ νύκτας ἀεικελίῳ ἐνὶ κοίτῃ,Homer,Odyssey
ἄεσα καί τʼ ἀνέμεινα ἐΰθρονον Ἠῶ δῖαν.,Homer,Odyssey
οὐδέ τί μοι ποδάνιπτρα ποδῶν ἐπιήρανα θυμῷ,Homer,Odyssey
γίγνεται· οὐδὲ γυνὴ ποδὸς ἅψεται ἡμετέροιο,Homer,Odyssey
"τάων αἵ τοι δῶμα κάτα δρήστειραι ἔασιν,",Homer,Odyssey
"εἰ μή τις γρηῦς ἔστι παλαιή, κεδνὰ ἰδυῖα,",Homer,Odyssey
ἥ τις δὴ τέτληκε τόσα φρεσὶν ὅσσα τʼ ἐγώ περ·,Homer,Odyssey
τῇ δʼ οὐκ ἂν φθονέοιμι ποδῶν ἅψασθαι ἐμεῖο.,Homer,Odyssey
τὸν δʼ αὖτε προσέειπε περίφρων Πηνελόπεια·,Homer,Odyssey
ξεῖνε φίλʼ· οὐ γάρ πώ τις ἀνὴρ πεπνυμένος ὧδε,Homer,Odyssey
"ξείνων τηλεδαπῶν φιλίων ἐμὸν ἵκετο δῶμα,",Homer,Odyssey
ὡς σὺ μάλʼ εὐφραδέως πεπνυμένα πάντʼ ἀγορεύεις·,Homer,Odyssey
ἔστι δέ μοι γρηῢς πυκινὰ φρεσὶ μήδεʼ ἔχουσα,Homer,Odyssey
"ἣ κεῖνον δύστηνον ἐῢ τρέφεν ἠδʼ ἀτίταλλε,",Homer,Odyssey
"δεξαμένη χείρεσσʼ, ὅτε μιν πρῶτον τέκε μήτηρ,",Homer,Odyssey
"ἥ σε πόδας νίψει, ὀλιγηπελέουσά περ ἔμπης.",Homer,Odyssey
"ἀλλʼ ἄγε νῦν ἀνστᾶσα, περίφρων Εὐρύκλεια,",Homer,Odyssey
νίψον σοῖο ἄνακτος ὁμήλικα· καί που Ὀδυσσεὺς,Homer,Odyssey
ἤδη τοιόσδʼ ἐστὶ πόδας τοιόσδε τε χεῖρας·,Homer,Odyssey
αἶψα γὰρ ἐν κακότητι βροτοὶ καταγηράσκουσιν.,Homer,Odyssey
"ὣς ἄρʼ ἔφη, γρηῢς δὲ κατέσχετο χερσὶ πρόσωπα,",Homer,Odyssey
"δάκρυα δʼ ἔκβαλε θερμά, ἔπος δʼ ὀλοφυδνὸν ἔειπεν·",Homer,Odyssey
"ὤ μοι ἐγὼ σέο, τέκνον, ἀμήχανος· ἦ σε περὶ
                     Ζεὺς",Homer,Odyssey
ἀνθρώπων ἤχθηρε θεουδέα θυμὸν ἔχοντα.,Homer,Odyssey
οὐ γάρ πώ τις τόσσα βροτῶν Διὶ τερπικεραύνῳ,Homer,Odyssey
"πίονα μηρίʼ ἔκηʼ οὐδʼ ἐξαίτους ἑκατόμβας,",Homer,Odyssey
"ὅσσα σὺ τῷ ἐδίδους, ἀρώμενος ἧος ἵκοιο",Homer,Odyssey
γῆράς τε λιπαρὸν θρέψαιό τε φαίδιμον υἱόν·,Homer,Odyssey
νῦν δέ τοι οἴῳ πάμπαν ἀφείλετο νόστιμον ἦμαρ.,Homer,Odyssey
οὕτω που καὶ κείνῳ ἐφεψιόωντο γυναῖκες,Homer,Odyssey
"ξείνων τηλεδαπῶν, ὅτε τευ κλυτὰ δώμαθʼ ἵκοιτο,",Homer,Odyssey
"ὡς σέθεν αἱ κύνες αἵδε καθεψιόωνται ἅπασαι,",Homer,Odyssey
τάων νῦν λώβην τε καὶ αἴσχεα πόλλʼ ἀλεείνων,Homer,Odyssey
οὐκ ἐάας νίζειν· ἐμὲ δʼ οὐκ ἀέκουσαν ἄνωγε,Homer,Odyssey
"κούρη Ἰκαρίοιο, περίφρων Πηνελόπεια.",Homer,Odyssey
τῷ σε πόδας νίψω ἅμα τʼ αὐτῆς Πηνελοπείης,Homer,Odyssey
"καὶ σέθεν εἵνεκʼ, ἐπεί μοι ὀρώρεται ἔνδοθι θυμὸς",Homer,Odyssey
"κήδεσιν. ἀλλʼ ἄγε νῦν ξυνίει ἔπος, ὅττι κεν εἴπω·",Homer,Odyssey
"πολλοὶ δὴ ξεῖνοι ταλαπείριοι ἐνθάδʼ ἵκοντο,",Homer,Odyssey
ἀλλʼ οὔ πώ τινά φημι ἐοικότα ὧδε ἰδέσθαι,Homer,Odyssey
ὡς σὺ δέμας φωνήν τε πόδας τʼ Ὀδυσῆϊ ἔοικας.,Homer,Odyssey
"τὴν δʼ ἀπαμειβόμενος προσέφη πολύμητις
                  Ὀδυσσεύς·",Homer,Odyssey
"ὦ γρηῦ, οὕτω φασὶν ὅσοι ἴδον ὀφθαλμοῖσιν",Homer,Odyssey
"ἡμέας ἀμφοτέρους, μάλα εἰκέλω ἀλλήλοιϊν",Homer,Odyssey
"ἔμμεναι, ὡς σύ περ αὐτὴ ἐπιφρονέουσʼ ἀγορεύεις.",Homer,Odyssey
"ὣς ἄρʼ ἔφη, γρηῢς δὲ λέβηθʼ ἕλε παμφανόωντα",Homer,Odyssey
"τοῦ πόδας ἐξαπένιζεν, ὕδωρ δʼ ἐνεχεύατο πουλὺ",Homer,Odyssey
"ψυχρόν, ἔπειτα δὲ θερμὸν ἐπήφυσεν. αὐτὰρ Ὀδυσσεὺς",Homer,Odyssey
"ἷζεν ἐπʼ ἐσχαρόφιν, ποτὶ δὲ σκότον ἐτράπετʼ αἶψα·",Homer,Odyssey
"αὐτίκα γὰρ κατὰ θυμὸν ὀΐσατο, μή ἑ λαβοῦσα",Homer,Odyssey
οὐλὴν ἀμφράσσαιτο καὶ ἀμφαδὰ ἔργα γένοιτο.,Homer,Odyssey
νίζε δʼ ἄρʼ ἆσσον ἰοῦσα ἄναχθʼ ἑόν· αὐτίκα δʼ ἔγνω,Homer,Odyssey
"οὐλήν, τήν ποτέ μιν σῦς ἤλασε λευκῷ ὀδόντι",Homer,Odyssey
"Παρνησόνδʼ ἐλθόντα μετʼ Αὐτόλυκόν τε καὶ υἷας,",Homer,Odyssey
"μητρὸς ἑῆς πάτερʼ ἐσθλόν, ὃς ἀνθρώπους ἐκέκαστο",Homer,Odyssey
κλεπτοσύνῃ θʼ ὅρκῳ τε· θεὸς δέ οἱ αὐτὸς ἔδωκεν,Homer,Odyssey
Ἑρμείας· τῷ γὰρ κεχαρισμένα μηρία καῖεν,Homer,Odyssey
ἀρνῶν ἠδʼ ἐρίφων· ὁ δέ οἱ πρόφρων ἅμʼ ὀπήδει.,Homer,Odyssey
Αὐτόλυκος δʼ ἐλθὼν Ἰθάκης ἐς πίονα δῆμον,Homer,Odyssey
παῖδα νέον γεγαῶτα κιχήσατο θυγατέρος ἧς·,Homer,Odyssey
τόν ῥά οἱ Εὐρύκλεια φίλοις ἐπὶ γούνασι θῆκε,Homer,Odyssey
"παυομένῳ δόρποιο, ἔπος τʼ ἔφατʼ ἔκ τʼ ὀνόμαζεν·",Homer,Odyssey
"Αὐτόλυκʼ, αὐτὸς νῦν ὄνομʼ εὕρεο ὅττι κε θῆαι",Homer,Odyssey
παιδὸς παιδὶ φίλῳ· πολυάρητος δέ τοί ἐστιν.,Homer,Odyssey
τὴν δʼ αὖτʼ Αὐτόλυκος ἀπαμείβετο φώνησέν τε·,Homer,Odyssey
"γαμβρὸς ἐμὸς θυγάτηρ τε, τίθεσθʼ ὄνομʼ ὅττι κεν εἴπω·",Homer,Odyssey
"πολλοῖσιν γὰρ ἐγώ γε ὀδυσσάμενος τόδʼ ἱκάνω,",Homer,Odyssey
ἀνδράσιν ἠδὲ γυναιξὶν ἀνὰ χθόνα πουλυβότειραν·,Homer,Odyssey
"τῷ δʼ Ὀδυσεὺς ὄνομʼ ἔστω ἐπώνυμον· αὐτὰρ ἐγώ γε,",Homer,Odyssey
ὁππότʼ ἂν ἡβήσας μητρώϊον ἐς μέγα δῶμα,Homer,Odyssey
"ἔλθῃ Παρνησόνδʼ, ὅθι πού μοι κτήματʼ ἔασι,",Homer,Odyssey
τῶν οἱ ἐγὼ δώσω καί μιν χαίροντʼ ἀποπέμψω.,Homer,Odyssey
"τῶν ἕνεκʼ ἦλθʼ Ὀδυσεύς, ἵνα οἱ πόροι ἀγλαὰ
                  δῶρα.",Homer,Odyssey
τὸν μὲν ἄρʼ Αὐτόλυκός τε καὶ υἱέες Αὐτολύκοιο,Homer,Odyssey
χερσίν τʼ ἠσπάζοντο ἔπεσσί τε μειλιχίοισι·,Homer,Odyssey
μήτηρ δʼ Ἀμφιθέη μητρὸς περιφῦσʼ Ὀδυσῆϊ,Homer,Odyssey
κύσσʼ ἄρα μιν κεφαλήν τε καὶ ἄμφω φάεα καλά.,Homer,Odyssey
Αὐτόλυκος δʼ υἱοῖσιν ἐκέκλετο κυδαλίμοισι,Homer,Odyssey
"δεῖπνον ἐφοπλίσσαι· τοὶ δʼ ὀτρύνοντος ἄκουσαν,",Homer,Odyssey
αὐτίκα δʼ εἰσάγαγον βοῦν ἄρσενα πενταέτηρον·,Homer,Odyssey
"τὸν δέρον ἀμφί θʼ ἕπον, καί μιν διέχευαν ἅπαντα,",Homer,Odyssey
"μίστυλλόν τʼ ἄρʼ ἐπισταμένως πεῖράν τʼ ὀβελοῖσιν,",Homer,Odyssey
"ὤπτησάν τε περιφραδέως, δάσσαντό τε μοίρας.",Homer,Odyssey
ὣς τότε μὲν πρόπαν ἦμαρ ἐς ἠέλιον καταδύντα,Homer,Odyssey
"δαίνυντʼ, οὐδέ τι θυμὸς ἐδεύετο δαιτὸς ἐΐσης·",Homer,Odyssey
"ἦμος δʼ ἠέλιος κατέδυ καὶ ἐπὶ κνέφας ἦλθεν,",Homer,Odyssey
δὴ τότε κοιμήσαντο καὶ ὕπνου δῶρον ἕλοντο.,Homer,Odyssey
"ἦμος δʼ ἠριγένεια φάνη ῥοδοδάκτυλος Ἠώς,",Homer,Odyssey
"βάν ῥʼ ἴμεν ἐς θήρην, ἠμὲν κύνες ἠδὲ καὶ αὐτοὶ",Homer,Odyssey
υἱέες Αὐτολύκου· μετὰ τοῖσι δὲ δῖος Ὀδυσσεὺς,Homer,Odyssey
ἤϊεν· αἰπὺ δʼ ὄρος προσέβαν καταειμένον ὕλῃ,Homer,Odyssey
"Παρνησοῦ, τάχα δʼ ἵκανον πτύχας ἠνεμοέσσας.",Homer,Odyssey
Ἠέλιος μὲν ἔπειτα νέον προσέβαλλεν ἀρούρας,Homer,Odyssey
"ἐξ ἀκαλαρρείταο βαθυρρόου Ὠκεανοῖο,",Homer,Odyssey
οἱ δʼ ἐς βῆσσαν ἵκανον ἐπακτῆρες· πρὸ δʼ ἄρʼ αὐτῶν,Homer,Odyssey
"ἴχνιʼ ἐρευνῶντες κύνες ἤϊσαν, αὐτὰρ ὄπισθεν",Homer,Odyssey
υἱέες Αὐτολύκου· μετὰ τοῖσι δὲ δῖος Ὀδυσσεὺς,Homer,Odyssey
"ἤϊεν ἄγχι κυνῶν, κραδάων δολιχόσκιον ἔγχος.",Homer,Odyssey
ἔνθα δʼ ἄρʼ ἐν λόχμῃ πυκινῇ κατέκειτο μέγας σῦς·,Homer,Odyssey
"τὴν μὲν ἄρʼ οὔτʼ ἀνέμων διάει μένος ὑγρὸν ἀέντων,",Homer,Odyssey
"οὔτε μιν Ἠέλιος φαέθων ἀκτῖσιν ἔβαλλεν,",Homer,Odyssey
οὔτʼ ὄμβρος περάασκε διαμπερές· ὣς ἄρα πυκνὴ,Homer,Odyssey
"ἦεν, ἀτὰρ φύλλων ἐνέην χύσις ἤλιθα πολλή.",Homer,Odyssey
"τὸν δʼ ἀνδρῶν τε κυνῶν τε περὶ κτύπος ἦλθε ποδοῖϊν,",Homer,Odyssey
ὡς ἐπάγοντες ἐπῇσαν· ὁ δʼ ἀντίος ἐκ ξυλόχοιο,Homer,Odyssey
"φρίξας εὖ λοφιήν, πῦρ δʼ ὀφθαλμοῖσι δεδορκώς,",Homer,Odyssey
στῆ ῥʼ αὐτῶν σχεδόθεν· ὁ δʼ ἄρα πρώτιστος Ὀδυσσεὺς,Homer,Odyssey
"ἔσσυτʼ ἀνασχόμενος δολιχὸν δόρυ χειρὶ παχείῃ,",Homer,Odyssey
οὐτάμεναι μεμαώς· ὁ δέ μιν φθάμενος ἔλασεν σῦς,Homer,Odyssey
"γουνὸς ὕπερ, πολλὸν δὲ διήφυσε σαρκὸς ὀδόντι",Homer,Odyssey
"λικριφὶς ἀΐξας, οὐδʼ ὀστέον ἵκετο φωτός.",Homer,Odyssey
"τὸν δʼ Ὀδυσεὺς οὔτησε τυχὼν κατὰ δεξιὸν ὦμον,",Homer,Odyssey
ἀντικρὺ δὲ διῆλθε φαεινοῦ δουρὸς ἀκωκή·,Homer,Odyssey
"κὰδ δʼ ἔπεσʼ ἐν κονίῃσι μακών, ἀπὸ δʼ ἔπτατο θυμός.",Homer,Odyssey
"τὸν μὲν ἄρʼ Αὐτολύκου παῖδες φίλοι ἀμφεπένοντο,",Homer,Odyssey
ὠτειλὴν δʼ Ὀδυσῆος ἀμύμονος ἀντιθέοιο,Homer,Odyssey
"δῆσαν ἐπισταμένως, ἐπαοιδῇ δʼ αἷμα κελαινὸν",Homer,Odyssey
"ἔσχεθον, αἶψα δʼ ἵκοντο φίλου πρὸς δώματα πατρός.",Homer,Odyssey
τὸν μὲν ἄρʼ Αὐτόλυκός τε καὶ υἱέες Αὐτολύκοιο,Homer,Odyssey
εὖ ἰησάμενοι ἠδʼ ἀγλαὰ δῶρα πορόντες,Homer,Odyssey
καρπαλίμως χαίροντα φίλην ἐς πατρίδʼ ἔπεμπον,Homer,Odyssey
εἰς Ἰθάκην. τῷ μέν ῥα πατὴρ καὶ πότνια μήτηρ,Homer,Odyssey
"χαῖρον νοστήσαντι καὶ ἐξερέεινον ἕκαστα,",Homer,Odyssey
οὐλὴν ὅττι πάθοι· ὁ δʼ ἄρα σφίσιν εὖ κατέλεξεν,Homer,Odyssey
"ὥς μιν θηρεύοντʼ ἔλασεν σῦς λευκῷ ὀδόντι,",Homer,Odyssey
Παρνησόνδʼ ἐλθόντα σὺν υἱάσιν Αὐτολύκοιο.,Homer,Odyssey
τὴν γρηῢς χείρεσσι καταπρηνέσσι λαβοῦσα,Homer,Odyssey
"γνῶ ῥʼ ἐπιμασσαμένη, πόδα δὲ προέηκε φέρεσθαι·",Homer,Odyssey
"ἐν δὲ λέβητι πέσε κνήμη, κανάχησε δὲ χαλκός,",Homer,Odyssey
